1	100	1	210	map_1	0
2	100	2	270	map_1	0
3	100	3	330	map_1	1
4	100	4	360	map_1	0
5	100	5	360	map_1	0
6	101	6	667	map_1	1
7	102	7	673	map_1	0
8	103	8	803	map_1	0
9	104	9	749	map_1	1
10	105	10	693	map_1	0
11	106	11	890	map_2	0
12	107	12	899	map_2	1
13	108	13	1037	map_2	0
14	109	14	1308	map_2	0
15	110	15	1056	map_2	1
16	111	16	1199	map_2	0
17	112	17	1613	map_2	0
18	113	18	2170	map_2	1
19	114	19	2462	map_2	0
20	115	20	2346	map_2	0
21	116	21	1670	map_3	1
22	117	22	1544	map_3	0
23	118	23	991	map_3	0
24	119	24	1856	map_3	1
25	120	25	1296	map_3	0
26	121	26	1452	map_3	0
27	122	27	1903	map_3	1
28	123	28	1181	map_3	0
29	124	29	1339	map_3	0
30	125	30	1500	map_3	1
31	126	31	2268	map_4	0
32	127	32	1829	map_4	0
33	128	33	1382	map_4	1
34	129	34	2012	map_4	0
35	130	35	2340	map_4	0
36	131	36	1415	map_4	1
37	132	37	1742	map_4	0
38	133	38	958	map_4	0
39	134	39	1608	map_4	1
40	135	40	1620	map_4	0
41	136	41	2448	map_5	0
42	137	42	2137	map_5	1
43	138	43	2153	map_5	0
44	139	44	2669	map_5	0
45	140	45	1848	map_5	1
46	141	46	1015	map_5	0
47	142	47	1363	map_5	0
48	143	48	1888	map_5	1
49	144	49	2246	map_5	0
50	145	50	2262	map_5	0
51	147	51	1764	map_6	1
52	149	52	1609	map_6	0
53	151	53	2356	map_6	0
54	153	54	2020	map_6	1
55	155	55	2976	map_6	0
56	157	56	1790	map_6	0
57	159	57	1431	map_6	1
58	161	58	1932	map_6	0
59	163	59	2249	map_6	0
60	165	60	2079	map_6	1
61	167	61	2405	map_1	0
62	169	62	2434	map_1	0
63	171	63	2257	map_1	1
64	173	64	2076	map_1	0
65	175	65	2100	map_1	0
66	177	66	2549	map_1	1
67	179	67	2578	map_1	0
68	181	68	2606	map_1	0
69	183	69	2855	map_1	1
70	185	70	1554	map_1	0
71	187	71	3142	map_2	0
72	189	72	3629	map_2	1
73	191	73	2750	map_2	0
74	193	74	4169	map_2	0
75	195	75	4212	map_2	1
76	197	76	4255	map_2	0
77	199	77	3821	map_2	0
78	201	78	4824	map_2	1
79	203	79	3410	map_2	0
80	205	80	2952	map_2	0
81	207	81	3974	map_3	1
82	209	82	3511	map_3	0
83	211	83	3545	map_3	0
84	213	84	4090	map_3	1
85	215	85	4644	map_3	0
86	217	86	3646	map_3	0
87	219	87	3679	map_3	1
88	221	88	3713	map_3	0
89	223	89	4282	map_3	0
90	225	90	4860	map_3	1
91	227	91	4903	map_4	0
92	229	92	3847	map_4	0
93	231	93	3881	map_4	1
94	233	94	3355	map_4	0
95	235	95	3948	map_4	0
96	237	96	3982	map_4	1
97	239	97	4015	map_4	0
98	241	98	4627	map_4	0
99	243	99	4082	map_4	1
100	246	100	3542	map_4	0
101	249	101	5378	map_5	0
102	252	102	4234	map_5	1
103	255	103	4896	map_5	0
104	258	104	5573	map_5	0
105	261	105	4385	map_5	1
106	264	106	5702	map_5	0
107	267	107	4486	map_5	0
108	270	108	4536	map_5	1
109	273	109	5897	map_5	0
110	276	110	5962	map_5	0
111	279	111	5022	map_6	1
112	282	112	4061	map_6	0
113	285	113	4446	map_6	0
114	288	114	4147	map_6	1
115	291	115	3841	map_6	0
116	294	116	3881	map_6	0
117	297	117	4633	map_6	1
118	300	118	5040	map_6	0
119	303	119	4727	map_6	0
120	306	120	5508	map_6	1
121	309	121	3337	map_1	0
122	312	122	4118	map_1	0
123	315	123	4536	map_1	1
124	318	124	4579	map_1	0
125	321	125	3852	map_1	0
126	324	126	4666	map_1	1
127	327	127	5494	map_1	0
128	330	128	4752	map_1	0
129	333	129	4795	map_1	1
130	336	130	3226	map_1	0
131	339	131	6509	map_2	0
132	342	132	7387	map_2	1
133	345	133	7452	map_2	0
134	348	134	5846	map_2	0
135	351	135	5054	map_2	1
136	354	136	7646	map_2	0
137	357	137	6854	map_2	0
138	360	138	6912	map_2	1
139	363	139	6970	map_2	0
140	366	140	7906	map_2	0
141	369	141	6199	map_3	1
142	372	142	7142	map_3	0
143	375	143	6300	map_3	0
144	378	144	9072	map_3	1
145	381	145	7315	map_3	0
146	384	146	6451	map_3	0
147	387	147	6502	map_3	1
148	390	148	6552	map_3	0
149	393	149	7546	map_3	0
150	396	150	8554	map_3	1
151	399	151	8618	map_4	0
152	402	152	6754	map_4	0
153	405	153	6804	map_4	1
154	408	154	8813	map_4	0
155	411	155	8878	map_4	0
156	414	156	6955	map_4	1
157	417	157	8006	map_4	0
158	420	158	7056	map_4	0
159	423	159	9137	map_4	1
160	426	160	5112	map_4	0
161	429	161	7207	map_5	0
162	432	162	8294	map_5	1
163	435	163	8352	map_5	0
164	438	164	8410	map_5	0
165	441	165	9526	map_5	1
166	444	166	9590	map_5	0
167	447	167	6437	map_5	0
168	450	168	9720	map_5	1
169	453	169	8698	map_5	0
170	456	170	8755	map_5	0
171	459	171	7160	map_6	1
172	462	172	9425	map_6	0
173	465	173	8370	map_6	0
174	468	174	6178	map_6	1
175	471	175	6217	map_6	0
176	474	176	8532	map_6	0
177	477	177	7441	map_6	1
178	480	178	7488	map_6	0
179	483	179	6376	map_6	0
180	486	180	6998	map_6	1
181	489	181	7042	map_1	0
182	492	182	7675	map_1	0
183	495	183	6534	map_1	1
184	498	184	4781	map_1	0
185	501	185	8417	map_1	0
186	504	186	7862	map_1	1
187	507	187	6084	map_1	0
188	510	188	6120	map_1	0
189	513	189	8618	map_1	1
190	516	190	6811	map_1	0
191	519	191	6228	map_2	0
192	522	192	10022	map_2	1
193	525	193	8820	map_2	0
194	528	194	8870	map_2	0
195	531	195	8921	map_2	1
196	534	196	8971	map_2	0
197	537	197	11599	map_2	0
198	540	198	11664	map_2	1
199	543	199	11729	map_2	0
200	548	200	10522	map_2	0
201	553	201	9290	map_3	1
202	558	202	12053	map_3	0
203	563	203	9458	map_3	0
204	568	204	13632	map_3	1
205	573	205	8251	map_3	0
206	578	206	11098	map_3	0
207	583	207	11194	map_3	1
208	588	208	9878	map_3	0
209	593	209	11386	map_3	0
210	598	210	11482	map_3	1
211	603	211	13025	map_4	0
212	608	212	10214	map_4	0
213	613	213	11770	map_4	1
214	618	214	11866	map_4	0
215	623	215	13457	map_4	0
216	628	216	13565	map_4	1
217	633	217	10634	map_4	0
218	638	218	9187	map_4	0
219	643	219	15432	map_4	1
220	648	220	10886	map_4	0
221	653	221	10970	map_5	0
222	658	222	12634	map_5	1
223	663	223	12730	map_5	0
224	668	224	12826	map_5	0
225	673	225	11306	map_5	1
226	678	226	9763	map_5	0
227	683	227	11474	map_5	0
228	688	228	14861	map_5	1
229	693	229	11642	map_5	0
230	698	230	13402	map_5	0
231	703	231	14341	map_6	1
232	708	232	11894	map_6	0
233	713	233	10267	map_6	0
234	718	234	13786	map_6	1
235	723	235	12146	map_6	0
236	728	236	13978	map_6	0
237	733	237	7916	map_6	1
238	738	238	11513	map_6	0
239	743	239	15157	map_6	0
240	748	240	15259	map_6	1
241	753	241	9940	map_1	0
242	758	242	9096	map_1	0
243	763	243	10072	map_1	1
244	768	244	11981	map_1	0
245	773	245	10204	map_1	0
246	778	246	9336	map_1	1
247	783	247	11275	map_1	0
248	788	248	11347	map_1	0
249	793	249	9516	map_1	1
250	798	250	13406	map_1	0
251	803	251	17345	map_2	0
252	808	252	15514	map_2	1
253	813	253	17561	map_2	0
254	818	254	17669	map_2	0
255	823	255	13826	map_2	1
256	828	256	15898	map_2	0
257	833	257	15994	map_2	0
258	838	258	14078	map_2	1
259	843	259	14162	map_2	0
260	848	260	16282	map_2	0
261	853	261	16378	map_3	1
262	858	262	16474	map_3	0
263	863	263	18641	map_3	0
264	868	264	18749	map_3	1
265	873	265	18857	map_3	0
266	878	266	16858	map_3	0
267	883	267	14834	map_3	1
268	888	268	19181	map_3	0
269	893	269	12859	map_3	0
270	898	270	17242	map_3	1
271	903	271	19505	map_4	0
272	908	272	21792	map_4	0
273	913	273	19721	map_4	1
274	918	274	17626	map_4	0
275	923	275	15506	map_4	0
276	928	276	15590	map_4	1
277	933	277	15674	map_4	0
278	938	278	13507	map_4	0
279	943	279	18106	map_4	1
280	948	280	22752	map_4	0
281	953	281	16010	map_5	0
282	958	282	18394	map_5	1
283	963	283	16178	map_5	0
284	968	284	16262	map_5	0
285	973	285	21017	map_5	1
286	978	286	18778	map_5	0
287	983	287	18874	map_5	0
288	988	288	21341	map_5	1
289	993	289	19066	map_5	0
290	998	290	21557	map_5	0
291	1003	291	19258	map_6	1
292	1008	292	16934	map_6	0
293	1013	293	15803	map_6	0
294	1018	294	21989	map_6	1
295	1023	295	14731	map_6	0
296	1028	296	19738	map_6	0
297	1033	297	17354	map_6	1
298	1038	298	19930	map_6	0
299	1043	299	16271	map_6	0
300	1051	300	16396	map_6	1
301	1059	301	12708	map_1	0
302	1067	302	16645	map_1	0
303	1075	303	12900	map_1	1
304	1083	304	16895	map_1	0
305	1091	305	18329	map_1	0
306	1099	306	15826	map_1	1
307	1107	307	17269	map_1	0
308	1115	308	17394	map_1	0
309	1123	309	16171	map_1	1
310	1131	310	13572	map_1	0
311	1139	311	21869	map_2	0
312	1147	312	19270	map_2	1
313	1155	313	22176	map_2	0
314	1163	314	22330	map_2	0
315	1171	315	22483	map_2	1
316	1179	316	22637	map_2	0
317	1187	317	17093	map_2	0
318	1195	318	22944	map_2	1
319	1203	319	23098	map_2	0
320	1211	320	23251	map_2	0
321	1219	321	20479	map_3	1
322	1227	322	14724	map_3	0
323	1235	323	26676	map_3	0
324	1243	324	26849	map_3	1
325	1251	325	24019	map_3	0
326	1259	326	27194	map_3	0
327	1267	327	27367	map_3	1
328	1275	328	18360	map_3	0
329	1283	329	27713	map_3	0
330	1291	330	27886	map_3	1
331	1299	331	21823	map_4	0
332	1307	332	25094	map_4	0
333	1315	333	25248	map_4	1
334	1323	334	25402	map_4	0
335	1331	335	22361	map_4	0
336	1339	336	25709	map_4	1
337	1347	337	29095	map_4	0
338	1355	338	29268	map_4	0
339	1363	339	26170	map_4	1
340	1371	340	23033	map_4	0
341	1379	341	26477	map_5	0
342	1387	342	29959	map_5	1
343	1395	343	26784	map_5	0
344	1403	344	30305	map_5	0
345	1411	345	30478	map_5	1
346	1419	346	27245	map_5	0
347	1427	347	27398	map_5	0
348	1435	348	30996	map_5	1
349	1443	349	24242	map_5	0
350	1451	350	27859	map_5	0
351	1459	351	24511	map_6	1
352	1467	352	22885	map_6	0
353	1475	353	24780	map_6	0
354	1483	354	28474	map_6	1
355	1491	355	25049	map_6	0
356	1499	356	28781	map_6	0
357	1507	357	19892	map_6	1
358	1515	358	19998	map_6	0
359	1523	359	31069	map_6	0
360	1531	360	23884	map_6	1
361	1539	361	22162	map_1	0
362	1547	362	18564	map_1	0
363	1555	363	22392	map_1	1
364	1563	364	20632	map_1	0
365	1571	365	20737	map_1	0
366	1579	366	22738	map_1	1
367	1587	367	24757	map_1	0
368	1595	368	17226	map_1	0
369	1603	369	25007	map_1	1
370	1611	370	23198	map_1	0
371	1619	371	27199	map_2	0
372	1627	372	31238	map_2	1
373	1635	373	27468	map_2	0
374	1643	374	23659	map_2	0
375	1651	375	27737	map_2	1
376	1659	376	27871	map_2	0
377	1667	377	32006	map_2	0
378	1675	378	36180	map_2	1
379	1683	379	32314	map_2	0
380	1691	380	32467	map_2	0
381	1699	381	32621	map_3	1
382	1707	382	32774	map_3	0
383	1715	383	24696	map_3	0
384	1723	384	20676	map_3	1
385	1731	385	33235	map_3	0
386	1739	386	25042	map_3	0
387	1747	387	33542	map_3	1
388	1755	388	29484	map_3	0
389	1763	389	33850	map_3	0
390	1771	390	34003	map_3	1
391	1779	391	25618	map_4	0
392	1787	392	34310	map_4	0
393	1795	393	38772	map_4	1
394	1803	394	43272	map_4	0
395	1811	395	39118	map_4	0
396	1819	396	34925	map_4	1
397	1827	397	39463	map_4	0
398	1835	398	35232	map_4	0
399	1843	399	39809	map_4	1
400	2043	400	49032	map_4	0
401	2243	401	37682	map_5	0
402	2443	402	41042	map_5	1
403	2643	403	38059	map_5	0
404	2843	404	54586	map_5	0
405	3043	405	36516	map_5	1
406	3243	406	70049	map_5	0
407	3443	407	66106	map_5	0
408	3643	408	69946	map_5	1
409	3843	409	73786	map_5	0
410	4043	410	77626	map_5	0
411	4243	411	66191	map_6	1
412	4443	412	90637	map_6	0
413	4643	413	94717	map_6	0
414	4843	414	92986	map_6	1
415	5043	415	96826	map_6	0
416	5243	416	88082	map_6	0
417	5443	417	71848	map_6	1
418	5643	418	88031	map_6	0
419	5843	419	105174	map_6	0
420	6043	420	72516	map_6	1
421	6243	421	97391	map_1	0
422	6443	422	123706	map_1	0
423	6643	423	87688	map_1	1
424	6843	424	131386	map_1	0
425	7043	425	118322	map_1	0
426	7243	426	121682	map_1	1
427	7443	427	98248	map_1	0
428	7643	428	110059	map_1	0
429	7843	429	150586	map_1	1
430	8043	430	144774	map_1	0
431	8243	431	168157	map_2	0
432	8443	432	111448	map_2	1
433	8643	433	186689	map_2	0
434	8843	434	116728	map_2	0
435	9043	435	141071	map_2	1
436	9243	436	144191	map_2	0
437	9443	437	169974	map_2	0
438	9643	438	127288	map_2	1
439	9843	439	165362	map_2	0
440	10043	440	168722	map_2	0
441	10243	441	172082	map_3	1
442	10443	442	187974	map_3	0
443	10643	443	153259	map_3	0
444	10843	444	208186	map_3	1
445	11043	445	172271	map_3	0
446	11243	446	202374	map_3	0
447	11443	447	178511	map_3	1
448	11643	448	237517	map_3	0
449	11843	449	255809	map_3	0
450	12043	450	158968	map_3	1
451	12243	451	190991	map_4	0
452	12443	452	238906	map_4	0
453	12643	453	227574	map_4	1
454	12843	454	215762	map_4	0
455	13043	455	219122	map_4	0
456	13243	456	238374	map_4	1
457	13443	457	241974	map_4	0
458	13643	458	212831	map_4	0
459	13843	459	232562	map_4	1
460	14043	460	219071	map_4	0
461	14243	461	222191	map_5	0
462	14443	462	225311	map_5	1
463	14643	463	228431	map_5	0
464	14843	464	267174	map_5	0
465	15043	465	198568	map_5	1
466	15243	466	274374	map_5	0
467	15443	467	296506	map_5	0
468	15643	468	206488	map_5	1
469	15843	469	190116	map_5	0
470	16043	470	269522	map_5	0
471	16243	471	292374	map_6	1
472	16443	472	236779	map_6	0
473	16643	473	299574	map_6	0
474	16843	474	222328	map_6	1
475	17043	475	265871	map_6	0
476	17243	476	310374	map_6	0
477	17443	477	188384	map_6	1
478	17643	478	275231	map_6	0
479	17843	479	278351	map_6	0
480	18043	480	389729	map_6	1
481	18243	481	284591	map_1	0
482	18443	482	354106	map_1	0
483	18643	483	313202	map_1	1
484	18843	484	361786	map_1	0
485	19043	485	297071	map_1	0
486	19243	486	369466	map_1	1
487	19443	487	349974	map_1	0
488	19643	488	330002	map_1	0
489	19843	489	309551	map_1	1
490	20043	490	432929	map_1	0
491	20243	491	388666	map_2	0
492	20443	492	318911	map_2	1
493	20643	493	322031	map_2	0
494	20843	494	325151	map_2	0
495	21043	495	328271	map_2	1
496	21243	496	382374	map_2	0
497	21443	497	360242	map_2	0
498	21643	498	363602	map_2	1
499	21843	499	445597	map_2	0
500	22043	500	449677	map_2	0
